date,user,location,text
2022-03-17 13:12:49+00:00,VeVeVault,Indiana,"There are 5,100 editions of the new Spider-Man Comic on the app, but it wasn't a drop. Apparently there was a virtu… https://t.co/e3gikoMKAQ"
2022-03-17 13:10:29+00:00,wmpreston,"Syracuse, NY",This feels like Feige's work. #Marvel #XMen https://t.co/1vO5VaCc0a
2022-03-17 13:07:21+00:00,sebasylan,,Can’t believe “Captain America - The Winter Solider” came out 8 years ago 😭 #Marvel #wintersoldier 🦾 https://t.co/QlkmuDWkQ1
2022-03-17 13:06:44+00:00,BritAsiaTV,United Kingdom,"#TomHiddleston, #Loki as #Marvel fans know him as, and #ZaweAshton , #FreshMeat actress, are reportedly engaged dis… https://t.co/UHdj6Ivgyb"
2022-03-17 13:03:54+00:00,HoxdownPro,,"Few months ago I made a fanart on the Marvel Tournament of Champions' Hit Monkey

Now that he has his own DisneyPlu… https://t.co/3UJl0nOmSH"
2022-03-17 13:03:31+00:00,MidtownComics,New York City,"🔥#DealoftheDay🔥  50% off! TODAY ONLY!

👉#Strikeforce #1 Cover E #Incentive #JoeBennett #VariantCover

😍Snag this de… https://t.co/tDiGi0YJNZ"
2022-03-17 13:03:28+00:00,Detodounpokeof,,"Bully Maguire is back 😎 
#SpiderManNoWayHome #SpiderMan #Marvel #TomHolland #TobeyMaguire https://t.co/uA3i9Kqidm"
2022-03-17 13:01:50+00:00,cb_battles,"Maidstone, South East","Justice League 🆚 Avengers in their strongest forms - Who wins and why? 

➡️https://t.co/fuoZqG7Q8i 

#justiceleague… https://t.co/MSic04uyZn"
2022-03-17 13:01:22+00:00,lionofthegalaxy,,"Many people like #Marvel but many people HATE #Marvel so should it be banned? Many people like #LGBT stuff, Many pe… https://t.co/A2GkopqGHV"
2022-03-17 13:01:00+00:00,RGFilmNews,,#euphoria Star Sydney Sweeney Joins #DakotaJohnson in #SonyPictures’ #Marvel Movie ‘Madame Web’. Retweet this if yo… https://t.co/mskfSpF77Z
2022-03-17 13:00:58+00:00,MyBabyGroot,,"I am Groot!

#Everyone
#ThisIsTheTinyChef
#Chef
#ThisIsEveryone

#StayTiny

#groot #babygroot #iamgroot #wearegroot… https://t.co/vdDGqRmhvm"
2022-03-17 13:00:27+00:00,MUReview,,Marvel Legends 2022 Walgreens Exclusive Marvel's Binary Marvel #marvel #legends #hasbro #Hasbrotoypic… https://t.co/aLV1DrIVIE
2022-03-17 13:00:27+00:00,SerialPriv,He/They,"#Daredevil in a Hallway edit🩸
Hopefully this #edit blows up on some social media so I can do this for a living 👁… https://t.co/kJiXG8XRp0"
2022-03-17 13:00:25+00:00,SAWasteland,The Wasteland,The 50 Greatest Comic Book Castings of All Time (20-11) | #FilmTwitter #SHPOLL22 #Marvel #DC #Batman #Blade #Popeye https://t.co/0iC6bahDXI
2022-03-17 13:00:03+00:00,mypalsammy,"Scarborough, ON","The First Yo of The Day.

 “It’s better to die on your feet than to live on your knees.”
~ Emiliano Zapata… https://t.co/lfbnjYxwgq"
2022-03-17 12:59:37+00:00,suckbudready,National Capital Region,#MARVEL Super War https://t.co/IEQgb2d6bp
2022-03-17 12:59:02+00:00,ZatuGames,"Norwich, England","💥PRE-ORDER ALERT💥

The Hood is a new scenario pack for Marvel Champions: The Card Game, challenging the Marvel hero… https://t.co/v9XLtUgEam"
2022-03-17 12:56:26+00:00,coolwomennft,OpenSea,"Cool Woman #49 Sold on @nickylynn_nfts X @opensea🌊🎉 @Marvel 
https://t.co/9ut53qEbXE

#NFT #nftcollector… https://t.co/JyFIA2OHeZ"
2022-03-17 12:54:50+00:00,fnteflman,,"Like cmon now. Also, give it time…a trailer is just a trailer and I know you guys who complain will watch it anyway… https://t.co/GwOFpZmM9V"
2022-03-17 12:54:34+00:00,staytooned0,New York,via @popgeeks #Articles #Film #Marvel #sony #SpiderMan Spider-Man: No Way Home Comes Home A Little Early… https://t.co/PD96s1GvIE
2022-03-17 12:54:24+00:00,ArtMarhaba,,Ab jb saare Netflix kr show @disneyplus pr aa hi gye hain to dubbed bhi ho jaana chahiye @DisneyPlusHS… https://t.co/76wVC4vmAU
2022-03-17 12:49:10+00:00,King_queenlion,"Dallas, TX",Bro if you’re not reading the new carnage issue one I don’t know what you’re doing it was so crazy I’m not gonna gi… https://t.co/5zB05taZBJ
2022-03-17 12:48:38+00:00,drempen,Australia,Here he comes #RobbieReyes #AllNewGhostRider #Marvel https://t.co/0G3LUWd5yR
2022-03-17 12:48:10+00:00,ComicBkSearch,Worldwide,"Spectacular Spider-Man 1-301, more COMPLETE SET (319bks) 1976 Marvel (s 12744)
🔗 https://t.co/jV4EQb18jg
⸻⸻⸻
More i… https://t.co/RjkNB47cdS"
2022-03-17 12:47:00+00:00,allen75731,,"He just also looking red and black as same as me🤣

#kaiyodo
#revoltech
#superhero
#marvel
#toy
#amazingyamaguchi… https://t.co/g8GwY6Mx8b"
2022-03-17 12:46:51+00:00,TheVerseCast,The 'Verse!,"Enjoy all the new &amp; previously released original content. Film &amp; Television, #Marvel, #DCU, #StarWars, #LOTR, and S… https://t.co/XvlX45KHcq"
2022-03-17 12:46:40+00:00,Playthusiast,Worldwide,#Marvel's #SpiderMan: Miles Morales Launch Edition - #PlayStation4 #Ad #Amazon #UnitedStates #PlayStation… https://t.co/tfmqCJfBWe
2022-03-17 12:46:06+00:00,funkofinderz,United States,🚨 Deal of the Day :: 50% Off Hasbro Marvel Legends Series Avengers Endgame Iron Spider Spider-Man Helmet on GameSto… https://t.co/QFF2HcwaMU
2022-03-17 12:45:47+00:00,Embargo300417,"Nusa Tenggara Timur, Indonesia",#MARVEL Super War https://t.co/H2yXGZBuEc
2022-03-17 12:45:10+00:00,IsJustMontes,Galicia,"🦙

📸 Marvel's Guardians of the Galaxy

@SquareEnix #Xbox #XboxSeries #GuardiansOfTheGalaxy #Marvel
#VGPUnite… https://t.co/KiFjBfoHAz"
2022-03-17 12:43:57+00:00,thatviralstory,,"Marvel Studios has released a new trailer for Ms. Marvel, a new original series that will be released in June this… https://t.co/st0t41o7f0"
2022-03-17 12:41:07+00:00,sigmasekai,Inazuma,Serial Moon Knight! #MoonKnight #Marvel #MarvelStudios #MCU #MarcSpector #OscarIsaac https://t.co/kRIJChO7Xj
2022-03-17 12:40:48+00:00,SHIELDZephyrOne,⚠️ Location: Classified ⚠️,10 Times #IronMan Should Have Died In The #MCU But Didn’t #TonyStark #Avengers #Marvel @RobertDowneyJr https://t.co/KAfQa2fuD3
2022-03-17 12:40:09+00:00,treadcomicsink,Parts Unknown,THE HISTORY OF MARVEL https://t.co/FAuno2KLPn via @YouTube #Marvel #MarvelStudios #MCU #MarvelComics
2022-03-17 12:36:37+00:00,CanIndiaNews,"Toronto, Ontario","“Namaste India”: Say Hollywood stars Ethan Hawke and Oscar Isaac as they wish fans a Happy Holi 

On Wednesday, Mar… https://t.co/V8M2udJKCc"
2022-03-17 12:34:55+00:00,marvel_n3ws,,"Sydney Sweeney will play Spider-Gwen in Madame Web
#MadameWeb #MarvelStudios #Marvel #Sony #SonyPictures https://t.co/blKa7s71jS"
2022-03-17 12:33:58+00:00,Rungsawang7,"Taling Chan, Bangkok","Please help me tweet + follower
Doctor Virus #30🔮🪶
🪙 : Open rate : 0.035 ETH

link for own Signature NFT🛒:… https://t.co/EH4R5sFZbH"
2022-03-17 12:33:46+00:00,SHIELDZephyrOne,⚠️ Location: Classified ⚠️,#PhilCoulson Actor @clarkgregg Celebrates #AgentsofSHIELD's #DisneyPlus Debut #SaveAgentsofSHIELD #Marvel #MCU https://t.co/nhTbLOGvpB
2022-03-17 12:33:07+00:00,SHIELDZephyrOne,⚠️ Location: Classified ⚠️,Why #AgentsOfSHIELD Ended After Season 7 #SaveAgentsofSHIELD #Marvel #MCU #DisneyPlus https://t.co/6SinEIosOt
2022-03-17 12:31:24+00:00,PopFigureSearch,Worldwide,"Funko Pop Die-Cast - Iron Man Die Cast Funko Shop LE - Marvel Studio Avengers 02
🔗 https://t.co/CO2YNjMGVP
⸻⸻⸻
More… https://t.co/OvIC8A5ukp"
2022-03-17 12:31:07+00:00,inei27,,#MARVEL Super War https://t.co/K9B7k81iw6
2022-03-17 12:31:04+00:00,Dave_DSG,The North of Southamerica,"Trailer of the new #Marvel epic event:
 ""A.X.E: JUDGMENT DAY ""
By @KieronGillen and @ValerioSchiti… https://t.co/p2qIUytZCY"
2022-03-17 12:31:00+00:00,VideosMarvelous,,"Follow for more @VideosMarvelous 
#batman #dccomics #dc #superman #comics #dcuniverse #justiceleague #marvel… https://t.co/2onCZODFVB"
2022-03-17 12:30:43+00:00,lare_muning,Surakarta,#MARVEL Super War https://t.co/MYt1A0Hxb9
2022-03-17 12:30:12+00:00,monthlyteeclub,"Manchester, England","Egghead, Bookworm, Clock King, The Minstrel 🦇 

Batman has faced some very odd foes in his time 😜

What were they t… https://t.co/NJgAWTw0zs"
2022-03-17 12:30:00+00:00,VeryEvilAsh,"Newark, DE",My favorite chiptune just happens to the the intro song on (in my opinion) the hardest NES game. Silver Surfer (NES… https://t.co/jlckLVBDCF
2022-03-17 12:29:47+00:00,comic_tower,Earth-1610,"Yikes, talk about the ol' Parker Luck...

Spider-Man and his jolly green friend by the legendary Mark Bagley!… https://t.co/L23Yhn9CPp"
2022-03-17 12:29:11+00:00,StewartEssie,Murrieta California,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/ymPufNLcn9
2022-03-17 12:28:19+00:00,eunwooxevans,—chris evans lovebot | ❝은우의 아내이지만 나머지 5명 때문에 아직도 혼란스럽다 ; cdrama actors❞,"TW!: (fake) gun
#Blakelively : I'll do anything for this woman like UGH 

#marvel #asimplefavor #movie #edit… https://t.co/yLRbaivV59"
2022-03-17 12:28:16+00:00,GEllisBarber,Northern Appalachia,Tom Hiddleston: an actual god with a six-pack....and a farmer's tan? Those are the pastiest abs I've ever seen. It'… https://t.co/C87cZnr7lJ
2022-03-17 12:27:35+00:00,Willfender826,"Orlando, FL","Hey, @Kevfeige @MarvelStudios @Marvel why don’t you cast @LiamHemsworth as Thor from another universe in the multiv… https://t.co/YnURLO6V7U"
2022-03-17 12:27:25+00:00,hidekage_,,"『Smile😀』
#オモ写 #toyphotography #marvel #toptoyphotos #toys4life #acba #toptoys #toypics https://t.co/58QvWxmxEV"
2022-03-17 12:24:56+00:00,ComicBkSearch,Worldwide,"MARC SPECTOR: MOON KNIGHT #58 (JAN 1994, MARVEL) CGC 9.8 STEPHEN PLATT COVER
🔗 https://t.co/h6ppUcvAqN
Seller:… https://t.co/0yXf4kyOK4"
2022-03-17 12:24:00+00:00,OroroPro,"Tasmania, Australia",Marvel Studios Denounces ‘Don’t Say Gay’ Bill as Disney Employees Plan Walkout https://t.co/8MhVoVTKXy #LGBTQ… https://t.co/9I0CysXn3e
2022-03-17 12:23:40+00:00,KastorsKorner,USA,"Today at 1 pm on Amazon! 

Alt heads and hands for both! 

#marvel #marvelcomics  #hasbrotoypic #avengers #xmen… https://t.co/cwXQ4uuxdQ"
2022-03-17 12:23:30+00:00,TVandmoviestore,"Norwich, Norfolk","“I did what I had to do to protect our world.”

#tvandmoviestore #tvmnorwich #tvm #norwich #jewellery #jewelry… https://t.co/klG9Qw2Hql"
2022-03-17 12:22:11+00:00,__TheGale__,Chicago,"Staying in line with the Hot 🌶️ Topic of the week. This time we talk about

Real Comics Vs Veve NFT Comics (Part 1)… https://t.co/fW6qFW2DgS"
2022-03-17 12:22:06+00:00,mikey_comics,,Who else is excited to see Gorr on the big screen?!? Once he shows up in the trailer this books going to the moon!!… https://t.co/VrWoKlaqSP
2022-03-17 12:21:32+00:00,seehuts,"St.Paul,MN",It’s Kraven the Hunter day. #MARVEL #MarvelStudios https://t.co/yP3qRz5pI5
2022-03-17 12:20:29+00:00,AsianaTimes,India,"Sydney Sweeney, who plays the role of Cassie Howard in Euphoria, has been cast in Marvel and Sony Pictures’ upcomin… https://t.co/TUKVavh0iT"
2022-03-17 12:18:53+00:00,rumometer,,Photo of Charles Xavier  from the set of Doctor Strange In The Multiverse Of Madness… https://t.co/EJ9QAofJaP
2022-03-17 12:16:22+00:00,SteveBOTgers,France,"[COVER] Marvel Comics presents Star Wars: Legacy (2013) #17.
Sale dated from July 2014 (https://t.co/qPIv2EO4v3).
C… https://t.co/oPZ4DLWrtS"
2022-03-17 12:15:06+00:00,tripletteatime,"Tampa, FL","Disappointing news for Marvel fans, Moon Knight premieres this month. After was suppose to be She Hulk, but it has… https://t.co/rsAQs3DpQk"
2022-03-17 12:13:46+00:00,MswPlayer,,#MARVEL Super War https://t.co/EcqGCFVEIk
2022-03-17 12:12:28+00:00,KlausterP,,#MARVEL Super War https://t.co/jQ5ZgijNpd
2022-03-17 12:10:03+00:00,RedAircraft1," Adenau, Germany ","Wanted to show off the A03 - 200 Series, this variant allows for operational use up to 50,000ft! Can you believe th… https://t.co/40wTYURLhN"
2022-03-17 12:09:53+00:00,metalhead684,Massachusetts,For all your nerdy needs...join https://t.co/nuUSw8ET55 #NerdCentral #Nerds #Geeks #Marvel #dccomics #MarvelStudios… https://t.co/CzFjVCMSUi
2022-03-17 12:09:52+00:00,3rdstreet2,"Bossier City, LA",ITS OK TO LIKE WHAT YOU LIKE #geek #nerd #collector #marvel #anime #dc #youtube #collection #pokemon #dragonball… https://t.co/lEoPjJGy5v
2022-03-17 12:09:40+00:00,langsyneC,"Florida, USA",Quality #comicbooks only .99!! #CGC graded #comics &amp; keys. #Marvel #dccomics #Marvelstudios #MarvelComics #MCU… https://t.co/Lx9hpNj8l9
2022-03-17 12:08:42+00:00,VbSz3z4,,This is a clear file of the dead pool. I won the lottery at the time of Det Pool 2. #Marvel #det pool https://t.co/qKxgLVg9nI
2022-03-17 12:07:16+00:00,Gamsterworld,"Bossier City, LA",ITS OK TO LIKE WHAT YOU LIKE #geek #nerd #collector #marvel #anime #dc #youtube #collection #pokemon #dragonball… https://t.co/nC9xI6RWhU
2022-03-17 12:05:18+00:00,jamespyles,"Near Boise, ID",Twitter tells me that tweets w/images get more attention. My previous image laden tweet disappeared from the analyt… https://t.co/gqwRfW7BJf
2022-03-17 12:05:00+00:00,DepravedSlasher,"Indianapolis, IN","What is going on everyone, @RPMarvel2 and I just dropped episode 28 of our comic corner podcast where we discuss Re… https://t.co/1f5RBrbBKS"
2022-03-17 12:01:27+00:00,Marvelman76,"Cambridgeshire, England. ","New back issue delivery! Another classic Captain America vol 1 gap filler,  and another terrific issue by DeMatteis… https://t.co/Q22l6VWmuM"
2022-03-17 12:01:00+00:00,takerlama,"ShenZhen, China","Thor 4: Love and Thunder Thor Odinson Cosplay Costume USD $325.99, Free Shipping Now. @takerlama  
Shop Now:… https://t.co/jWbgK5tuKK"
2022-03-17 12:00:02+00:00,Darkwarriorr_1,,Make sure you follow me on Twitter and subscribe to me on YouTube!! New Guardians of the Galaxy gameplay video out… https://t.co/ebgIRQ4UhY
2022-03-17 12:00:01+00:00,ZoomTV,Bollywood,"Here's what #JaredLeto has to say if #Marvel's #Morbius fails at the box office

https://t.co/Mzj9499owE"
2022-03-17 12:00:00+00:00,dispatchdcu,,Amazing Spider-Man #92. BEY Preview #MARVEL #marvelcomics #comics #comicbooks #news #mcu #art #info #NCBD… https://t.co/YIA0LaGEHj
2022-03-17 11:59:40+00:00,Sushantshelar16,"Pune, India","@Marvel @MarvelStudios @disneyplus 
Please make punisher season 3😭😭😭 #Punisher #Marvel"
2022-03-17 11:59:33+00:00,OmarTalksFin,,"Why I’m buying $DIS (Disney) Stock 2022!!! 

👉🏼: https://t.co/hQnfeZOvJx

#StockMarket #DisneyPlus #StarWars… https://t.co/wFXJd1Hgdc"
2022-03-17 11:57:26+00:00,Glitch_Sophie,,"She-Ra x Marvel: Glimmer's Design

#SheraandthePrincessesofPower #MCU #Marvel https://t.co/uEEWfawLFp"
2022-03-17 11:57:09+00:00,Simuyuni,,"Can not fucking wait! @moonknight about to bust onto the scenes in the most brutal way possible, I don’t think you… https://t.co/cskDUhczld"
2022-03-17 11:57:05+00:00,KikaVeVe,,"Good Morning everyone! Good luck today! 🕷🕸

 #vevecollectibles #veve #vevecollection #digitalcollectibles… https://t.co/ycdak1KAOp"
2022-03-17 11:56:43+00:00,mA_nas13,"block colony, aurangabad,bihar","#MarvelStudios #Marvel #DC #Daredevil #TheBATMAN #ghostrider
Obviously not fair 🥺
But right 😁😁 https://t.co/yJaPx9jpbs"
2022-03-17 11:55:20+00:00,SabinaActivist,Manchester,"Major strides - amazing to see a Muslim sister on the screen, it's been a long time coming. Fought so hard for such… https://t.co/lrHS9RFiWD"
2022-03-17 11:52:03+00:00,shedasortareads,cr: you exist too much,lol i’m so geeked for Doctor Strange in the multiverse of madness bc Strange is my fave but Wanda gives me life. that is all. #marvel
2022-03-17 11:47:37+00:00,MrMichaelBlack5,"Las Vegas, NV","Daredevil, Jessica Jones, Iron Fist &amp; Luke Cage are just only the beginning of Marvel series shows that will go to… https://t.co/OzHpqqanWc"
2022-03-17 11:46:31+00:00,gamingnetnews,,"5 Best Spider-Man Games of All Time, Ranked https://t.co/fXtq6mKWbw #BestOf #Marvel'sSpider-Man #SpiderMan #Spider-… https://t.co/tQWHfahD4d"
2022-03-17 11:45:44+00:00,Elsa_Bloodstone,Bloodstone,"Monsters Unleashed! vol.2 #1 (2017)

Writer: Cullen Bunn
Penciler: Steve McNiven
Inker: Jay Leisten
Colourist: Davi… https://t.co/SIyVy2aybb"
2022-03-17 11:45:27+00:00,lucenzojean,makati,#MARVEL Super War https://t.co/2jmgetex1o
2022-03-17 11:42:39+00:00,finds_e,,"Check out Secret Wars Secret Love #1 First Printing 2015 Ms Marvel Kamala Khan Avengers 
#MsMarvel #CaptainMarvel… https://t.co/lg81jQ09Ky"
2022-03-17 11:42:01+00:00,DJMIllustratio1,,"Daredevil card design I did a while back
#Daredevil #SaveDaredevil #art #illustration #illustrators #artist… https://t.co/ReGhai2ang"
2022-03-17 11:41:47+00:00,J_Vang1,,"GameStop Deal of the Day! Iron Spider-Man Helmet is 50% off, currently $66, original price was $131.99. Deal won't… https://t.co/4rcBEcvTY2"
2022-03-17 11:37:53+00:00,cb_battles,"Maidstone, South East","The Living Tribunal 🆚 The Darkest Knight - Who wins and why? 

➡️ https://t.co/m5HE0zuzYx

#livingtribunal… https://t.co/7V52EMXVvZ"
2022-03-17 11:37:49+00:00,BignerdDean,"Fukuoka City, Japan","FIRST TIME WATCHING / LOGAN (2017) MOVIE REACTION!!!
#logan #xmen #wolverine #Marvel #MovieReview… https://t.co/NVh5jYZox1"
2022-03-17 11:34:49+00:00,meganhhthomas,"Sheffield, England",Would love to speak to a #Marvel fan and hear what you think about MCU dominance in cinemas for a feature I’m writi… https://t.co/A7dwgy1ymg
2022-03-17 11:32:21+00:00,MarvelMeme5,Asgard,"Cries in danish

#MCU #Avengers #Marvel #Multiverse #SpiderMan #MoonKnight #DrStrange #Wanda https://t.co/Cl2BcUkXDS"
2022-03-17 11:30:49+00:00,ComicLocator,"Manhattan, NY","#Marvel’s Villains for hire No. 2
#comiclocator 

@comicdistrict_ https://t.co/DMrTUHEV7s"
2022-03-17 11:27:28+00:00,jonbry97,The Mutant Planet of Arrako,I had no idea that #RyanBodenheim had passed away. I was such a big fan of his work on #TheDyingAndTheDead… https://t.co/Juyi4r9nZc
2022-03-17 11:26:55+00:00,FortressZA,South Africa,Morbius: Win Tickets To A Pre-Screening https://t.co/n4oQ0g7PbH #Morbuis #MorbuisMovie #Marvel #Win #Competition… https://t.co/G5njgcFzPr
2022-03-17 11:25:20+00:00,filmeybox,,"Wolverine &amp; Jean Grey - Kissing Scene https://t.co/hTEARb0Tji

#XMen #Wolverine #HughJackman #CharlesXavier… https://t.co/TCN4Hx7Hd7"
2022-03-17 11:24:29+00:00,sailorqwerty,,#MARVEL Super War https://t.co/xTEfElNY8D
2022-03-17 11:23:42+00:00,MCExcelsiorius,,"I’m not particularly fond of this upcoming Judgment Day event featuring the Eternals, X-Men and the Avengers. It’s… https://t.co/xtp4b6Anvr"
2022-03-17 11:22:34+00:00,Raburense,,#MARVEL Super War https://t.co/IFTNcLaHT3
2022-03-17 11:21:03+00:00,Corvusgamester1,Ireland,"The new Urban Three Floor House. Not the cleanest print, warping issues with the #Prusa Mk3s. Digital STL available… https://t.co/K429ajMB6u"
2022-03-17 11:19:54+00:00,_VivaVeve,USA,"I started investing in Lamborghini dealerships, since everyone on crypto-ships and NFT world is going to be purchas… https://t.co/UpRpYmYlEN"
